Gene,MCF10A_Hypoxia_Log2,MCF12A_Hypoxia_Log2
APOBR,0.040502417,-0.031007256
APOC1,0.148805631,0.291422869
APOC2,0.009458819,-0.007500501
APOD,-0.014377651,-0.006254995
APOE,0.012806613,-0.114631892
APOF,0.008399581,0.014860526
APOL1,0.082478143,-0.136248614
APOL2,-0.022824499,-0.718611776
APOL3,0.028978502,-0.03712953
APOL4,0.008673041,0.019524313
APOL6,0.488456536,-0.488982489
APOLD1,0.467832441,1.473904733
APOM,0.023905321,0.091321904
APOO,-0.423341373,0.071630391
APOOL,0.552576066,0.113833431
APOPT1,0.212075303,0.889582705
APP,0.781836867,0.950799184
APPBP2,0.433134063,-0.043448449
APPL1,0.597131067,0.218165711
APPL2,0.07546269,-0.349686602
APRT,-0.307101129,0.87620194
APTX,-0.456356002,-0.066905221
AQP1,0.105259903,0.10144298
AQP11,0.009713097,-0.073327414
AQP3,0.483520834,1.085486216
AQP6,0,0.027480724
AQP7,-0.052909538,-0.003526562
AQR,-0.405301317,-0.451703307
AR,0.016750541,0.048171294
ARAF,0.031236423,0.05766178
ARAP1,0.311279635,-0.247140752
ARAP2,0.038273245,0.325602662
ARAP3,-0.644701838,-0.634788822
ARC,0.02505344,0.157154102
ARCN1,0.213683434,0.746195565
AREG,0.097821916,1.181605791
AREL1,-0.469959047,-1.134500398
ARF1,-0.131711657,0.927059318
ARF3,-0.128583719,0.624542221
ARF4,-0.106098434,0.867647449
ARF5,0.145148769,1.263994584
ARF6,0.332301418,0.641929703
ARFGAP1,-0.311099971,0.245938912
ARFGAP2,-0.309917795,-0.197555831
ARFGAP3,0.457152205,0.890313802
ARFGEF1,0.595741094,0.36670357
ARFGEF2,0.110617943,-0.335707788
ARFGEF3,0.723340159,1.368562603
ARFIP1,0.256585778,0.01258074
ARFIP2,-0.076559814,0.10656359
ARFRP1,-0.307490156,-1.108579114
ARG2,0.473027284,0.296773176
ARGLU1,-0.022498004,0.743744119
ARHGAP1,-0.217027778,-0.473832556
ARHGAP10,0.179708825,0.236184234
ARHGAP11A,0.101703104,0.219878738
ARHGAP11B,0.289615554,0.258790452
ARHGAP12,0.642806846,-0.010018868
ARHGAP15,0.024465093,-0.019000933
ARHGAP17,-0.086452746,-0.333883905
ARHGAP18,0.028735252,0.166818638
ARHGAP19,0.202444873,2.033779458
ARHGAP21,0.561468408,0.361439577
ARHGAP22,0.25533311,-0.178937089
ARHGAP23,-0.063708281,-0.118604061
ARHGAP24,0.404620718,0.122047191
ARHGAP25,-0.073610727,-0.082627761
ARHGAP26,-0.051742346,-0.005633112
ARHGAP27,0.297490331,-0.073735975
ARHGAP28,0.182653407,-0.02795163
ARHGAP29,0.258668823,0.456995553
ARHGAP30,0.042270216,0.498564939
ARHGAP31,-0.22492747,0.156780344
ARHGAP32,0.548086365,-0.094555425
ARHGAP33,0.064658732,0.835696775
ARHGAP35,0.311901573,0.741645131
ARHGAP39,-0.165142501,-0.676040048
ARHGAP4,0.017055266,-0.027861261
ARHGAP40,0,0
ARHGAP42,-0.010425403,-0.12537295
ARHGAP44,0.020283814,0.0650867
ARHGAP45,0.470001617,0.856112344
ARHGAP5,0.944889464,0.912663478
ARHGAP5-AS1,0.244198342,-0.166707837
ARHGAP6,0,-0.012482987
ARHGAP8,-0.211278834,-0.140002786
ARHGDIA,-0.549634357,-0.170073923
ARHGDIB,-0.044802775,0.444881231
ARHGDIG,0.000760521,0.027480724
ARHGEF1,-0.28799892,0.466976918
ARHGEF10,-0.090984603,0.224140313
ARHGEF10L,0.227954637,-0.032321844
ARHGEF11,-0.444641649,-0.200362401
ARHGEF12,0.296197159,0.153856073
ARHGEF16,-0.283345029,0.39301143
ARHGEF17,0.315992071,-0.184007213
ARHGEF18,0.503393562,0.482070101
ARHGEF19,0.045691087,-0.11168783
ARHGEF2,0.676538801,-0.430020976
ARHGEF25,-0.000934932,-0.548046519
ARHGEF26,-0.119330916,-0.015593969
ARHGEF28,0.04839097,-0.165014204
ARHGEF3,0.206589837,0.321825282
ARHGEF33,0.008399581,0.048192764
ARHGEF35,0.148822727,-0.112567546
ARHGEF37,0.067651142,0.652448485
ARHGEF38,-0.003608189,-0.007013506
ARHGEF39,0.209887135,0.181461612
ARHGEF4,-0.372973572,-0.376837329
ARHGEF40,0.254928432,-0.641107726
ARHGEF5,0.867330832,-0.055604722
ARHGEF6,0.112142084,-0.056280229
ARHGEF7,0.256145021,0.615407707
ARHGEF9,0.150453634,0.100053917
ARID1A,0.13063186,0.157186974
ARID1B,0.326540701,-0.037329935
ARID2,0.185005102,-0.322562418
ARID3A,0.687026524,1.458989307
ARID3B,0.367275369,0.528793755
ARID3C,-0.023595731,0.021225729
ARID4A,0.410222676,0.116056166
ARID4B,0.705168373,0.561671374
ARID5A,0.246118468,0.506589609
ARID5B,0.761967821,-0.24195653
ARIH1,0.443169397,0.302990622
ARIH2,-0.625045816,-0.446839791
ARIH2OS,-0.064899572,-0.024938063
ARL1,0.068263891,-0.697869841
ARL10,0.114900772,-0.148461708
ARL11,0.016937383,0.017342321
ARL13A,0.008399581,-0.012483018
ARL13B,-0.343818239,0.126148132
ARL14,0.257710111,-0.055341997
ARL14EP,0.02771502,-0.516377906
ARL15,-0.058187027,-0.123779784
ARL16,-0.349309736,0.053169103
ARL17A,0.153429633,0.011515768
ARL17B,-0.006430387,0.008910122
ARL2,-0.417944667,0.597650212
ARL2BP,-0.387759764,-0.391436274
ARL3,0.342534473,0.810264145
ARL4A,-0.083137563,0.345470924
ARL4C,0.448935706,-0.099640908
ARL4D,-0.237759775,-0.625615741
ARL5A,0.338087339,-0.247129996
ARL5B,0.759487601,1.355954058
ARL6,-0.12965169,0.154349695
ARL6IP1,0.776159561,2.237906905
ARL6IP4,-0.038321759,1.136377967
ARL6IP5,0.801982687,1.162734909
ARL6IP6,0.375922872,1.045698613
ARL8A,0.390788362,1.102368115
ARL8B,0.074093927,0.767519718
ARL9,-0.011864792,0.077108239
ARMC1,-0.010643016,0.709510787
ARMC10,-0.029809144,0.535916161
ARMC12,-0.003794087,0.101442987
ARMC2,0.059195555,-0.054191502
ARMC3,0,-0.01868419
ARMC4,-0.038412167,0
ARMC5,0.047761681,-0.108223068
ARMC6,-1.124142677,-0.621650825
ARMC7,-0.347502186,-0.271159209
ARMC8,-0.271019257,-0.197830399
ARMC9,-0.072940517,-0.067966512
ARMCX1,0,0.120411676
ARMCX2,0,0.021225729
ARMCX3,0.060468576,0.098080647
ARMCX4,0.050295978,-0.069483675
ARMCX5,0.19989185,-0.003908675
ARMCX6,0,-0.258787766
ARMT1,-0.143120019,0.090405206
ARNT,0.92468726,0.841242823
ARNT2,1.016351828,0.110433267
ARNTL,0.18348016,0.451881773
ARNTL2,0.04407068,0.434698288
ARPC1A,0.042253069,0.667190434
ARPC1B,-0.096077782,0.863316621
ARPC2,-0.052297343,0.990132944
ARPC3,0.295330302,1.073647173
ARPC4,-0.047745353,0.806012945
ARPC5,-0.192141524,0.382238237
ARPC5L,-0.267401421,-0.18400302
ARPIN,-0.136080668,-0.194168324
ARPP19,0.377855534,0.517749715
ARR3,0.008399581,-0.024858895
ARRB1,-0.037726623,-0.038280778
ARRB2,-0.045234649,0.268305643
ARRDC1,0.07246439,0.561999322
ARRDC1-AS1,-0.1104756,-0.413414534
ARRDC2,-0.206694848,0.248195302
ARRDC3,1.866112534,3.539739998
ARRDC4,0.832306801,1.178641396
ARSA,-0.156564586,0.109219255
ARSB,-0.340153317,0.199386688
ARSD,0.535830727,0.125902996
ARSE,0.008399581,0.027480724
ARSG,-0.229811806,-0.103149035
ARSI,0.082125034,-0.292779655
ARSJ,-0.044106497,-0.176356477
ARSK,0.438136694,0.903935518
ART3,0.041517245,0.040730228
ART4,-0.038412167,0
ARTN,0.009273501,0.723399517
ARV1,-0.497853123,-0.46503107
ARVCF,-0.214865931,0.063380583
ARX,-0.023595731,-0.012482987
AS3MT,0.076193934,0.136382497
ASAH1,-0.169549648,0.290124604
ASAH2,-0.030950298,-0.147980925
ASAH2B,0.062686141,-0.398239903
ASAP1,0.522197281,-0.079276734
ASAP2,1.017645773,0.561521891
ASAP3,0.496546701,0.217270655
ASB1,0.063941235,0.070521467
ASB13,-0.608670307,-1.211867113
ASB14,0.099222141,0.186718613
ASB16,-0.038924716,-0.057081504
ASB16-AS1,-0.051272717,-0.05197197
ASB18,-0.005605467,0
ASB2,0.225687849,0.175948256
ASB3,0.256335421,0.844566337
ASB4,0.001457709,0.048192711
ASB6,-0.325584637,-0.35078402
ASB7,0.432995301,-0.253941839
ASB8,-0.020677109,0.08464175
ASB9,0.08944274,0.030285438
ASCC1,0.186527803,0.896941237
ASCC2,-0.009175568,0.583880184
ASCC3,-0.054667077,0.531975435
ASCL2,0.008399581,0
ASCL5,0.008399581,-0.012482987
ASF1A,-0.305348559,-0.346230103
ASF1B,-0.97029953,0.387839797
ASGR1,-0.010583144,-0.006548375
ASH1L,0.748346419,0.230472973
ASH2L,-0.015172077,0.11766757
ASIC1,-0.074911966,-0.049400796
ASIC3,0.143275799,0.001646889
ASIC4,-0.017070614,0.001829746
ASIP,-0.023595731,0.03576355
ASL,-0.009384067,0.572980325
ASMTL,0.234497702,0.496805319
ASNA1,-0.240458644,0.560807282
ASNS,-0.740662471,0.148754897
ASNSD1,-0.304900554,0.186109826
ASPA,0.031964284,-0.037243505
ASPDH,0.033308828,-0.018684209
ASPG,0,-0.049410498
ASPH,0.889069171,0.951283485
ASPHD1,-0.047415559,0.037432081
ASPHD2,-0.037752817,-0.114441445
ASPM,0.606867267,0.310855308
ASPN,0,0.014997737
ASPRV1,0.016750541,0.027480724
ASPSCR1,-0.097536666,0.06967082
ASRGL1,0.041786428,-0.00463653
ASS1,0.20069436,-0.106986368
ASTE1,-0.030922205,-0.399176131
ASTN2,0.059005709,0.068740682
ASXL1,0.369362193,0.297776774
ASXL2,0.247430319,-0.543385625
ASZ1,0.016750578,-0.03724719
ATAD1,0.146101385,0.517254835
ATAD2,-0.483870155,0.59025859
ATAD2B,-0.030158291,0.188663594
ATAD3A,-0.969044487,0.693082988
ATAD3B,-0.751082739,0.086491067
ATAD3C,0.023468777,0.022660559
ATAD5,0.1002045,0.952580215
ATAT1,0.058356677,0.102538765
ATCAY,0.033357477,-0.004387574
ATE1,-0.325401237,-0.35660954
ATF1,0.138805732,0.610068018
ATF2,0.563662579,1.199655458
ATF3,0.004231585,2.121479189
ATF4,0.465716675,0.846737762
ATF5,-0.116277775,-0.135538725
ATF6,-0.029906934,0.305189783
ATF6B,0.058642433,0.241645051
ATF7,0.809115186,0.804388054
ATF7IP,0.59140613,0.157855569
ATF7IP2,-0.053677702,-0.369893061
ATG10,0.098897833,0.234283756
ATG101,-0.423284595,-0.066835596
ATG12,0.660994619,0.520575575
ATG13,-0.210621017,0.093064812
ATG14,0.827138348,1.352884799
ATG16L1,-0.230997997,0.193616629
ATG16L2,0.039226715,-0.234401676
ATG2A,-0.146659747,-0.713600789
ATG2B,-0.573527029,-0.946317215
ATG3,-0.610826901,0.172224108
ATG4A,-0.108697745,0.220199112
ATG4B,-0.191595695,7.74E-05
ATG4C,-0.18107157,-0.074303993
ATG4D,-0.208384777,0.982440822
ATG5,0.134689147,0.773932175
ATG7,0.019660827,0.087477326
ATG9A,-0.042383249,1.206767527
ATG9B,0.009713114,0.014083942
ATIC,-0.679738727,-0.05631236
ATL1,0.62199669,0.880535483
ATL2,0.18703234,0.139530994
ATL3,0.598665479,0.677209136
ATM,0.587832767,-0.191367035
ATMIN,-0.187953434,0.152110806
ATN1,0.470202742,0.737258612
ATOH8,0.096224269,-0.015745211
ATOX1,-0.68515368,0.68068431
ATP10A,0,0
ATP10B,0.179057393,-0.0991534
ATP10D,-0.158072373,0.017961684
ATP11A,0.10403908,-0.216211405
ATP11B,0.731697342,0.927949574
ATP11C,0.387542695,-0.088243067
ATP13A1,-0.450141776,0.292392977
ATP13A2,-0.185701387,0.187189074
ATP13A3,0.408993111,0.122103616
ATP13A4,-0.042472957,-0.006254995
ATP13A5,0,0
ATP1A1,0.506722869,0.59521293
ATP1A1-AS1,-0.011077693,0.116951208
ATP1A2,0,0.048192764
ATP1A3,0.025053406,0.025577952
ATP1A4,0.008934069,0.002497562
ATP1B1,0.384851695,0.983493387
ATP1B2,-0.038441079,0.021273909
ATP1B3,-0.439114226,0.354525821
ATP1B4,0,-0.006532374
ATP23,-0.094777735,0.426829537
ATP2A1,-0.039718964,0.029636393
ATP2A2,0.15009148,0.190093725
ATP2A3,0.001457701,0.008796515
ATP2B1,0.018773297,-0.198540373
ATP2B4,1.806595573,1.244785495
ATP2C1,0.656419339,0.984523083
ATP2C2,0.435073587,0.260113528
ATP5A1,-0.419920692,0.748752073
ATP5B,-0.624908162,0.931966069
ATP5C1,-0.146339787,0.758926207
ATP5D,-0.701126137,0.613874804
ATP5E,-0.410641467,1.465253226
ATP5F1,-0.38996656,0.624571678
ATP5G1,-1.245781435,0.679334276
ATP5G2,-0.242727872,0.925166461
ATP5G3,-0.8480174,0.762794911
ATP5H,-0.310574833,0.972178855
ATP5I,-0.351307585,1.159231539
ATP5J,-0.611047531,0.586486738
ATP5J2,-0.444214477,1.030987971
ATP5L,-0.496635026,1.430082182
ATP5L2,0.008658183,-0.006325272
ATP5O,-0.444796448,0.847182911
ATP5S,0.008611318,-0.297270404
ATP5SL,0.168069788,0.688254774
ATP6AP1,0.229332563,0.990259798
ATP6AP1L,0.418216553,-0.171003245
ATP6AP2,0.298084677,0.917184746
ATP6V0A1,-0.025498035,-0.112359001
ATP6V0A2,-0.492511672,-0.043297058
ATP6V0A4,0.309641018,0.03576363
ATP6V0B,-1.06323943,0.888383388
ATP6V0C,-0.631710543,0.947572729
ATP6V0D1,-0.815521561,0.280727668
ATP6V0D2,0.017969907,-0.048656455
ATP6V0E1,-0.183478642,0.466320979
ATP6V0E2,-0.977666109,-0.426910516
ATP6V1A,0.131076017,0.6345544
ATP6V1B1,-0.064619763,-0.99878223
ATP6V1B2,0.210484916,0.463199058
ATP6V1C1,0.046357342,0.112969337
ATP6V1C2,0.052200618,0.097413495
ATP6V1D,-0.116004834,0.688102806
ATP6V1E1,-0.499914176,0.622733465
ATP6V1E2,0.128507036,-0.339995516
ATP6V1F,-0.165942758,1.006926316
ATP6V1G1,0.040186638,0.55555505
ATP6V1G2,-0.019339079,-0.012482987
ATP6V1H,-0.118103487,0.992308049
ATP7A,0.231035883,0.173435212
ATP7B,-0.282762981,-0.146580061
ATP8A1,0.089242235,0.100375162
ATP8A2,0.173950043,0.048192791
ATP8B1,0.19166422,0.340829934
ATP8B2,0.369864617,-0.036643437
ATP8B3,0.889752109,1.099610141
ATP8B4,0.034199491,-0.019641918
ATP9A,0.283712631,-0.240357643
ATP9B,0.129388963,0.038074261
ATPAF1,-0.293799484,0.341916717
ATPAF2,-0.036818847,0.099349563
ATPIF1,-0.235113835,0.531877649
ATR,-0.623589982,-1.775202686
ATRAID,-0.118922533,0.778075913
ATRIP,0.053457803,0.173485077
ATRN,0.409833737,0.471671995
ATRNL1,0,-0.012482987
ATRX,1.236692579,0.689760798
ATXN1,1.055415164,2.547322257
ATXN10,-0.281959126,0.340619542
ATXN1L,0.149758797,0.75362218
ATXN2,0.32945147,0.620929791
ATXN2L,0.254830415,1.309856198
ATXN3,0.71741573,0.902733182
ATXN7,0.234428397,0.145597496
ATXN7L1,0.196485467,-0.193445849
ATXN7L2,-0.322865863,-0.17664006
ATXN7L3,-0.145951194,-0.19843982
ATXN7L3B,0.430213839,-0.41572474
AUH,0.016200966,0.504855013
AUNIP,-0.516526617,-0.076160702
AUP1,-0.322558389,0.658483554
AURKA,0.033903167,1.198364459
AURKAIP1,-0.635115374,0.829127579
AURKB,-0.232635448,0.798836692
AURKC,0.043703943,0.199290263
AUTS2,0.059195534,0.565159214
AVEN,0.040406671,0.17038623
AVIL,0.112943687,0.000233843
AVL9,0.033127126,0.316863344
AVPI1,0.433158258,2.25299829
AVPR2,0,0
AXDND1,-0.023595731,0
AXIN1,0.114232877,0.442395827
AXIN2,0.020376061,0.151286113
AXL,1.572600782,1.176720684
AZGP1,-0.147145926,0.134106978
AZI2,0.616213458,0.721459913
AZIN1,0.045325839,0.261267411
AZIN2,0.189351703,-0.073907564
AZU1,0,0.002472179
B2M,0.447763638,1.411290135
B3GALNT1,-0.238014896,-0.176756051
B3GALNT2,-0.274963606,-0.423630932
B3GALT1,0,-0.019117607
B3GALT2,0,0
B3GALT4,-0.024488496,-0.007526463
B3GALT5,0.016987503,-0.012489997
B3GALT5-AS1,0,0
B3GALT6,-0.589031373,-1.32485496
B3GAT1,-0.01519615,0.008796527
B3GAT2,0.019302188,0.440947371
B3GAT3,-0.228372998,0.195702939
B3GLCT,-0.109966594,-0.006221813
B3GNT2,-0.370891952,0.421714573
B3GNT3,0.467059054,-0.267714194
B3GNT4,0.384794788,0.224898277
B3GNT5,0.752319908,1.825099425
B3GNT7,0.035061323,0.029636763
B3GNT8,0.041517245,0.111740059
B3GNT9,0.207166073,-0.213961035
B3GNTL1,0.05389464,-0.180353905
B4GALNT1,-0.12711836,-0.103270642
B4GALNT2,0.111083416,0.084085599
B4GALNT3,0.095520788,-0.192733667
B4GALNT4,0.299713166,0.536871384
B4GALT1,0.24558134,0.852738436
B4GALT2,-0.313210088,-0.278561105
B4GALT3,0.329036183,0.736755922
B4GALT4,0.178489789,1.543982051
B4GALT5,0.022916262,-0.425702863
B4GALT6,0.095012968,-0.071786535
B4GALT7,-0.27790994,-0.293120491
B4GAT1,-0.162437923,0.122821696
B9D1,-0.231062122,0.101578774
B9D2,0.323952407,0.272535747
BAALC,0.016750541,-0.021815961
BABAM1,-0.043863503,0.733067137
BACE1,0.227256027,0.116474602
BACE2,0.270904957,1.338137641
BACH1,1.359689353,1.549998835
BACH2,0.300442437,-0.113599529
BAD,0.016179514,1.308275636
BAG1,-0.157812637,0.119468418
BAG2,-0.430319979,-0.49770302
BAG3,-0.507993651,0.547627119
BAG4,0.482047278,0.415382771
BAG5,-0.15445058,-0.700120055
BAG6,0.269051582,0.797703556
BAGE2,0,0.027480724
BAHCC1,0.078543758,-0.213274994
BAHD1,0.101731199,-0.037395962
BAIAP2,0.276073505,0.945904094
BAIAP2L1,0.479392304,0.984100641
BAIAP2L2,0.082426661,0.300535405
BAIAP3,0.09820913,0.103688178
BAK1,-0.223675807,0.680179547
BAMBI,0.039695718,0.851764903
BANF1,-0.798307836,0.613543374
BANK1,0.016750541,0
BANP,0.141326567,0.193613379
BAP1,-0.198615243,-0.154302468
BARD1,0.009825875,0.390981562
BARX1,0,0.021225729
BARX2,0.04968191,0.274445681
BASP1,0.564834881,1.099253909
BATF,0,0
BATF2,0.050295979,0
BATF3,-0.019980854,-0.006914324
BAX,-0.516694769,0.177446132
BAZ1A,0.19538658,-0.006140306
BAZ1B,-0.202353665,-0.0099768
BAZ2A,0.575558944,0.994433337
BAZ2B,0.831807298,0.294254845
BBC3,0.047124813,0.652319418
BBIP1,0.609620741,0.364896718
BBOF1,0.093572435,0.036003012
BBS1,-0.035555234,-0.407435279
BBS10,0.111312219,-0.31751908
BBS12,0.258877806,-0.117798257
BBS2,0.528818247,0.44568428
BBS4,0.032529248,-0.229156188
BBS5,-0.067118215,-0.356158205
BBS7,0.171882381,0.314986235
BBS9,0.268114512,-0.151970784
BBX,0.695541943,1.20322529
BCAM,0.049762704,-0.607261743
BCAN,0.059812865,-0.254283314
BCAP29,0.324762714,0.721498711
BCAP31,0.125579122,1.338684426
BCAR1,-0.038335857,-0.665928445
BCAR3,0.33366856,0.825118867
BCAS1,-0.00679065,-0.012482999
BCAS2,-0.321152981,-0.571851718
BCAS3,0.289455828,0.066808743
BCAS4,-0.301468279,-0.046771277
BCAT1,0.043686795,-0.007526197
BCAT2,0.36741259,0.674453383
BCCIP,-0.722987108,-1.140623056
BCDIN3D,0.045045321,-0.337001152
BCHE,0.017921515,0.027480724
BCKDHA,0.725040325,1.141211404
BCKDHB,-0.015988527,0.354818128
BCKDK,0.422139275,0.319659289
BCL10,0.470296328,0.715741646
BCL11A,0.126877542,-0.194820863
BCL11B,0.03898143,0.158546423
BCL2,0.014556903,-0.042516658
BCL2L1,0.621311048,0.47354911
BCL2L11,0.020312797,0.486070196
BCL2L12,-0.44492462,0.506111451
BCL2L13,0.549227637,-0.044150978
BCL2L14,0.016750541,0
BCL2L15,0.016750541,0.027526726
BCL2L2,0.113683466,0.76272339
BCL3,-0.107485698,0.805248385
BCL6,0.040608694,1.292463152
BCL7A,-0.647363181,0.039557512
BCL7B,0.088053835,0.518793809
BCL7C,0.04066855,1.237453205
BCL9,0.083477778,0.02481089
BCL9L,0.703251178,0.109833029
BCLAF1,-0.093504552,0.421988208
BCO1,0,-0.012482987
BCO2,0.051166923,-0.066569599
BCOR,0.275421396,1.241262438
BCORL1,0.452804475,0.281567608
BCORP1,-0.014598454,0.008796515
BCR,-0.129462473,-0.436014297
BCS1L,-0.367183293,-0.624293357
BDH1,-0.596859836,-0.136840999
BDH2,-0.013778268,-0.165881409
BDKRB1,0.013060487,-0.179978348
BDKRB2,-0.219329244,-1.548752585
BDNF,-0.022746759,-0.059102869
BDP1,0.534943061,-0.564593887
BEAN1,0.060468576,0.014997737
BECN1,-0.191542132,0.25213987
BEGAIN,0.038912433,-0.186474928
BEND2,0,-0.006501511
BEND3,-0.491541658,-0.567556882
BEND6,0.149767438,-0.014640481
BEND7,-0.346187798,0.025456862
BEST1,0.637440669,0.252198427
BEST2,-0.013226851,0.163060545
BEST3,-0.067749333,0.023021953
BEST4,0.097704538,0.027480724
BET1,0.228543669,-0.157374636
BET1L,0.092348131,-0.24451187
BEX2,0,-0.116766897
BEX3,-0.172991577,0.527331713
BEX4,0,-0.057713599
BEX5,0,0.074664966
BFAR,0.148550097,0.444954518
BFSP1,0.376450914,0.433667196
BGLAP,0.047168051,0.00096754
BGN,-0.03243495,-0.032881614
BHLHA15,-0.00684519,0.002621834
BHLHB9,0.038258062,-0.157010108
BHLHE40,1.965223545,3.353432941
BHLHE41,0.001750621,0.589150807
BHMT,0,-0.01250132
BHMT2,0.008466245,0.021180354
BICC1,0.556601694,-0.740700885
BICD1,0.177958626,-0.179293938
BICD2,0.079820839,0.489159544
BICDL1,-0.550145062,-0.584536642
BICDL2,-0.057117789,-0.420163193
BID,-0.152172147,-0.115397885
BIK,0.244522601,0.66079587
BIN1,0.214586177,0.242098037
BIN3,0.256439066,-0.502870691
BIRC2,0.487147355,1.335393838
BIRC3,0.557645374,-0.029836282
BIRC5,-0.218595552,1.430616887
BIRC6,0.617539779,0.32855906
BIVM,-0.070828262,-0.634608802
BLCAP,-0.267040806,-0.169319097
BLK,0.042270216,-0.03712953
BLM,-0.453602357,-0.200184089
BLMH,-0.394054105,-0.006804812
BLNK,0.082354492,-0.072900296
BLOC1S1,-0.171024328,0.948039788
BLOC1S2,-0.650310467,-0.290304836
BLOC1S3,0.149066918,-0.668213017
BLOC1S4,-0.204000177,-0.565765267
BLOC1S5,0.20185007,0.59990039
BLOC1S6,0.369797171,0.267152871
BLVRA,-0.33237899,0.697291691
BLVRB,0.289776769,1.504084898
BLZF1,0.167763077,-0.723868928
BMF,0.286636489,0.185749598
BMI1,0.397867245,0.832702585
BMP1,0.66291779,0.243742813
BMP2,0.39467589,1.551361923
BMP2K,0.049121305,-0.324597112
BMP3,0.02505344,0.02112175
BMP4,0.033308828,0.07466482
BMP6,-0.030061207,-0.067357153
BMP7,0.04978934,0.082620881
BMP8A,0,0.014896149
BMP8B,0.067723611,-0.07389099
BMPER,0.049679224,-0.006914324
BMPR1A,0.223790478,-0.766315763
BMPR1B,0.355491486,-0.342059393
BMPR2,0.875981694,0.659007358
BMS1,0.020395289,-1.255100999
BMT2,0.568587104,1.480980604
BNC1,0.444387834,-0.016976883
BNC2,0.008844116,0.161647847
BNIP1,-0.28225768,0.274795514
BNIP2,0.032426482,0.522429718
BNIP3,2.276798941,4.008834734
BNIP3L,2.458915735,2.865588906
BNIPL,0.120106742,0.279591572
BOC,-0.014642326,-0.145531112
BOD1,0.044691067,0.178081695
BOD1L1,0.763634652,-0.24800405
BOK,0.048618058,-0.012469175
BOLA1,-0.249916885,-0.308844926
BOLA2,-0.349803163,0.379191949
BOLA2B,-0.609018407,0.454047448
BOLA3,-0.588969612,0.897921685
BOP1,-0.870493128,-0.152101954
BORA,-0.374494817,0.330921655
BORCS5,-0.279524468,-0.176498765
BORCS6,-0.213140503,-0.362464473
BORCS7,0.062793625,0.078594799
BORCS8,-0.216265854,-0.098559621
BPGM,-0.233991542,-0.088381366
BPHL,0.178986818,0.250982596
BPIFB1,-0.028142734,0
BPNT1,0.091588646,-0.140180961
BPTF,0.604748921,0.071237258
BRAF,0.614897414,0.962802972
BRAP,-0.242855488,-0.217988992
BRAT1,-0.344069046,-0.228739746
BRCA1,-0.792102731,-0.460423821
BRCA2,-0.034502537,-0.328093388
BRCC3,-0.235754433,-0.309177119
BRD1,0.180833354,0.154123649
BRD2,0.650490868,1.501264544
BRD3,-0.517729145,0.019974032
BRD4,0.213185576,0.877273989
BRD7,-0.140338556,0.220481051
BRD8,-0.07487411,0.840074052
BRD9,0.092616348,-0.699658357
BRE,-0.25979448,-0.230906308
BRF1,-0.350389846,-0.184167387
BRF2,0.156686901,0.13041387
BRI3,0.014835582,0.966683341
BRI3BP,-0.307481253,0.002504188
BRICD5,-0.010248298,0.105710259
BRIP1,-0.01716601,-0.225303463
BRIX1,-0.546545346,-1.233076477
BRK1,0.218287955,1.37817159
BRMS1,-0.865827164,0.10361748
BRMS1L,-0.123592266,-0.151054993
BROX,1.01347008,0.596992135
BRPF1,-0.444408941,0.002082354
BRPF3,0.283733496,0.61102257
