Gene,MCF10A_1percent,MCF10A_20percent,MCF12A_1percent,MCF12A_20percent
NPIPA7,41.81965,12.9837,0,39.7854
NPIPA8,11.924572,6.8238,20.0523,94.80954
NPIPB11,41.1865,9.55122,16.3988,76.2924
NPIPB13,18.08792,12.474739,7.47964,27.36047
NPIPB15,17.9628,6.32317,0,3.08902
NPIPB3,400.533825,38.56150809,61.028106,489.02382
NPIPB4,149.01297,12.48544174,21.50522,135.67693
NPIPB5,783.2798026,184.8294123,169.862306,950.92892
NPIPB6,0,1.20468,2.12472,0
NPIPB7,4.82679,0,1.00929,3.80986
NPIPB9,15.7213,3.52E-06,0,14.9737
NPL,7,10.99999507,14.0000428,251.99997
NPLOC4,601.80691,338.31248,398.97908,1738.99787
NPM1,25487.14967,8206.65612,10427.44753,24423.70972
NPM2,0,0,1,14.000001
NPM3,295.00013,241.99967,375.00004,1443.99751
NPNT,13.00000962,3,1,2.000001
NPR1,0,0,0,1.999996
NPR2,61.99998,13.179548,11.622597,49.00003005
NPR3,194.99979,15.99999657,74,125.99955
NPRL2,215.000023,72.00002146,53.71665344,296.7404499
NPRL3,419.83141,198.85675,132.02456,685.41583
NPTN,966.99905,289.000412,445.9992,927.9988
NPTX1,1,0,0,2
NPTX2,0,0,0,2
NPTXR,14.4371,2.08131,1,22.109175
NPW,2,1,2.999996,4
NPY1R,1,2,1,2
NPY4R,9,0.5,0,5.55736
NPY6R,0,0,0,0
NQO1,1064.99974,796.998,309.7543,1546.61363
NQO2,106.64931,46.38627,80.3068,315.98744
NR1D1,468.888,41.6944,1317.77,177.32
NR1D2,232.99988,41.99995,279.99991,215.99977
NR1H2,926.99979,295.21748,59,1087.00356
NR1H3,119.999943,46.99998551,11.00001,95.265003
NR1I3,10.52288,0,0,11.41336
NR2C1,170.21164,60,68.9999774,295.59253
NR2C2,629.34778,178.16206,208.13362,587.1203655
NR2C2AP,91.71979,70.070594,30.52391,251.23686
NR2E3,1,1,0,1
NR2F1,11.00000309,1,1,5.000003
NR2F2,266.99997,99.00007,526.0001,407.99978
NR2F6,887.358,303,403.99994,1178.45
NR3C1,1364.99639,342.00019,724.9996,1649.99706
NR3C2,14.000009,5.000004,0,3
NR4A1,32.20866,3.217062,56.00000825,5.3743478
NR4A2,51.0364,20.02013015,11,50.0107
NR4A3,1,0,3.00000349,2
NR5A2,5.044175,0,2,3.000002
NR6A1,44.91704,6,26.9138787,93.28634
NRARP,15,10,45,362
NRAS,908,182,228,628
NRBF2,220.99998,47.99997,182.0002,432.9476
NRBP1,1283.326343,397.00048,720.99991,1180.11357
NRBP2,311.0000002,96.00000413,102.00001,357.0000376
NRCAM,309.000245,67.00006,52.00011,287.9999199
NRDC,2200.675412,540.7975051,1064.004313,3048.651401
NRDE2,210.55909,80.29611419,31.2591096,225.66213
NREP,252.41854,14.8271,27.91634,195.7431
NRF1,94,46.00001,83,190.99991
NRG1,28.9999557,5.000001,20.999993,55.999966
NRG2,21.00004342,13.99999399,1,19.999997
NRG4,53.11262,3.0625598,15.99999903,7.100622
NRGN,37,29,0,6
NRIP1,632.7718,110.000291,433,1173.99993
NRIP2,25.0448,7,2.999998,13.0337
NRIP3,58.16795,14.00004,4.033079,5.44148
NRK,3,0,0,0
NRL,2.1321553,0,1,8.02652
NRM,195.9998984,59.0000126,76.00007387,160.0000211
NRN1,1.00044,0,3,2.11183
NRP1,956.63977,122.9999905,156.0000438,513.61905
NRP2,340.00024,148.000019,241.99951,1514.88358
NRROS,1,0,0,1
NRSN2,144.00001,41.00002438,9.000002328,5
NRTN,1,4,0,0
NRXN1,2.000003,0,0,3.000000072
NRXN2,0,0,0,0
NRXN3,1,0,1,1
NSA2,1003.94836,324.7567,669.1254,1401.1344
NSD1,1563.00195,533.00024,224.000057,1501.947202
NSD2,1137.89899,454.38062,511.0002601,1016.661622
NSD3,952.8074,214.0000665,257.3011,711.99914
NSDHL,456,127,97,259.0003
NSF,186,95.00003,262.9999167,612.00042
NSFL1C,564.9997401,214.00025,251.99991,1057.05567
NSG1,70.999976,12.9999617,4.000004,16.000007
NSL1,253.99985,101.99995,77,231.99983
NSMAF,459.00046,219.99996,274.99989,1265.99638
NSMCE1,397.99961,162.00006,302.00005,887.99966
NSMCE2,304.35968,88.99995,261.99994,407.97018
NSMCE3,79.5315,50,26,162
NSMCE4A,106.999972,118.99993,54.00005,449.00055
NSMF,701.9993671,320.9999,612.9993408,1743.00003
NSRP1,412.893797,92.99992,159.07087,548.08348
NSUN2,572.00009,367.99992,77.00004,1438.9998
NSUN3,75.99996,18.0000396,15,125.54897
NSUN4,274.10146,78.99996373,58.9516,395.04997
NSUN5,184.19156,133.68387,132.8193,737.84386
NSUN5P1,334.28979,164.92297,71.39796,961.33113
NSUN5P2,96.8821,50.0946,19.29359,141.07836
NSUN6,74.75668,25,10,92.06112
NSUN7,0,0,0,1
NT5C,354.7715401,93.53542,157.50906,476.00042
NT5C1B,10,2.000003,0.350025,7.000006
NT5C2,455.469016,153.724264,240.984862,1191.34028
NT5C3A,472.00022,102.0000102,128.0000224,456.9993629
NT5C3B,475.99972,229.00032,256.99965,956.0059
NT5DC1,483.9235,148,351.61421,964.99484
NT5DC2,436.99975,252.00036,206.000289,799.0001
NT5DC3,96.8091,26.02599,29.2992,223.67119
NT5DC4,0,1,3.19883,9.99489
NT5E,4882.0044,284.99959,1622.99828,1656.9976
NT5M,21.424873,22.000006,11.85975515,101.99996
NTAN1,447.2975542,84.00001,179.00038,176.25061
NTF4,68.028459,28.00002,26.7631,81.1282
NTHL1,119.99976,110.99962,69,375.99976
NTM,1,0,2,0
NTMT1,169.2540424,120.32169,61.33991428,371.92987
NTN1,4,2,0,8
NTN3,0,0,0,8
NTN4,182.00043,60,30.000003,488
NTN5,0,0,0,14
NTNG1,3.999998,0,0,1
NTNG2,0,1,1,0
NTPCR,885.68233,363.2505,260.40297,898.1563
NTRK1,6.999997,1,0,1
NTRK2,0,0,0,1
NTRK3,4.00378,4.00044,2,7.00161
NTSR1,64,12,0,0
NUAK1,101.0001613,26,34.999998,91.999962
NUAK2,108,47.0534,26,154.89
NUB1,450.13772,194.135662,250.3567801,1384.1341
NUBP1,192.72874,64.88135,38.741944,185.38989
NUBP2,402.00043,253.00021,283.9998698,856.00064
NUBPL,157.60799,48.00002,65.66101,289.75467
NUCB1,1580.99973,399.00031,698.99899,1847.99928
NUCB2,248.57831,62.11226,72.99998,108.59863
NUCKS1,9990.9917,3035.9961,3099.9991,7651.8552
NUDC,663.34837,482.99966,296.99954,1640.13835
NUDCD1,375,177.9999,142,666
NUDCD2,568.9999,211.99966,158.00034,471.8682
NUDCD3,773.00064,297.00008,244.99954,1379.62065
NUDT1,140.03314,50,86.00007,165.03376
NUDT11,9,4,22,78.7519
NUDT12,122,39,5,47.00006
NUDT13,31.000017,5,20.99998,84.49634
NUDT14,134.33042,51.00003,63.08625,167.00006
NUDT15,314.481,172,167.408,439.55
NUDT16,177.99982,122.0002,83,391.9998
NUDT16L1,156.00033,78.99995,89.99998,211.00001
NUDT17,38.48124,5.811808181,13.87108,34.57291
NUDT18,89,30,20.99998,77
NUDT19,259.076,83.2903,46.3378,413.658
NUDT2,149,55.00005,224.0002,476.9996
NUDT21,1055.58069,423.9999,698.9997,1741.03813
NUDT22,305.09366,125.072293,168.51803,417.00846
NUDT3,1040.86,383.489,375.265,2323.35
NUDT4,887.9834,182.46785,282.73761,1403.2509
NUDT5,461.82045,369.19336,147.0004926,779.52503
NUDT6,91.16921,31.496183,8.5031,82.27502072
NUDT7,32.14818,18,19.99999,86
NUDT8,29.999975,19,26.00003,59.00005
NUDT9,185.0202,101.00007,26.99995,152.00028
NUF2,371.0002,138.00001,221.00019,311.00029
NUFIP1,68,41,9,167
NUFIP2,2312.0969,526.9765,761.0002,2739.9531
NUGGC,8.57369,1.03079,5.03166,7.34182
NUMA1,3852.62154,889.7415901,837.86264,3549.163524
NUMB,1032.412608,241.9999101,438.2658563,868.0701733
NUMBL,260.23845,54.90431231,52.664981,320.9998
NUP107,219.00399,168.00213,205.00139,715.88237
NUP133,943.23716,487.00002,351.00047,1346.01956
NUP153,687.0623,244.1322,197.0621709,1218.571
NUP155,458.10891,228.19298,151.19395,994.7932
NUP160,682.9994995,235.99952,157.99992,818.0001
NUP188,677.7593,406.00015,460.00029,1350.00458
NUP205,1178.99576,454,932.99997,2403.99611
NUP210,404.9999,301,46.99999,105.01123
NUP210L,1,0,0,2
NUP214,554.9578576,189.0003393,119.0841465,1076.965852
NUP35,82.99996,50,19.00002318,184.00279
NUP37,203.0001,133.00025,136.00023,459.99977
NUP43,289.00044,118.0001,136.00037,604.61538
NUP50,677.88002,267.999717,174.00045,812.6761
NUP54,314.99988,120.0000489,75.99995,402.99979
NUP58,952.52337,253.78791,938.484,1089.22102
NUP62,676.41013,264.15881,157.6182,987.8702416
NUP62CL,60.00003,15.00002,7,37.000038
NUP85,348.99968,167.000141,155.99968,496.99977
NUP88,352.3286,158.718155,146.61018,808.9084419
NUP93,268.00016,233.99965,241.00499,913.08298
NUP98,972.79755,427.99993,281.00711,1373.23793
NUPL2,138.30204,68.02036,44.05253,509.2652
NUPR1,987.5671,181.8015,1163.4783,2229.943
NUS1,570,183,170,961
NUSAP1,701.9993201,315.95281,439.9998,538.00021
NUTF2,737.00048,353.0004,416.99974,1147.0007
NUTM2A,10.8609,9.23578,1.32511,38.5934
NUTM2B,13.69954,10.07941,4.228,30.19139
NUTM2D,34.3471,3.89578,4.44689,165.3399
NUTM2E,2.69127,0,0,0
NUTM2G,24,8,5,20.11821
NVL,283.9997204,170.00003,72.8827998,456.9274104
NWD1,116.515,11.02363,6,13.01006
NXF1,382.99946,200.84734,110.99993,592.0006301
NXN,470.0661532,123.25425,431.96384,1559.004881
NXNL1,0,0,0,3
NXNL2,31.00004,4,3,15.8546
NXPE3,125.03543,66.41404,48.9285,338.014659
NXPH3,0,0,0,1
NXPH4,22,23,68.00003,112.000298
NXT1,110,89,32,338
NXT2,52,23.99998,36,88
NYAP1,39.00003,3,6,8
NYNRIN,2,0,3,33
OAF,295.37546,180.19008,96,480.9999
OARD1,182.23381,77.00003789,133.36233,348.47863
OAS1,144.999936,49.00001,19.00003,106.90571
OAS2,29.99993,12,3,13.9999996
OAS3,611.99999,242.99956,96.00002,600.25333
OASL,31.99998,5,4.0095421,55.14061
OAT,1137.00416,470.00047,545.99958,1596.0014
OAZ1,4636.54412,2081.53821,4336.267,6838.215186
OAZ2,602.8137126,194.88425,235.05392,489.7926
OAZ3,16.6163,3,0,11.4558
OBSCN,837.921988,89.771955,24.0000394,142.63833
OBSL1,607.99955,178.0003,108.999945,396.147883
OCEL1,137.56586,33.00002875,19.999999,133
OCIAD1,1211.065161,359.52632,299.0754685,1060.168797
OCIAD2,661.0005,318.50784,293.27181,462.00033
OCLM,6,2,0,3
OCLN,213.6008,54.02592,182.84459,675.9408
OCRL,719,190,266.0000005,540.00034
ODC1,267,542,83,952.99997
ODCP,1.04736,0.165065,1,1.46876
ODF2,444.99994,141.99994,268.00016,736.0971706
ODF2L,335.69827,66.4434638,43.611026,156.6609
ODF3B,85.80933,16.03493,19.0862547,96.87599
OFCC1,0,0,0,0
OFD1,656.99967,156.00002,88,460.99429
OGDH,1427.72331,522.99964,335.03985,3193.014553
OGDHL,9.000001,6.999998,23.99998,74.00005
OGFOD1,276.83774,185,63.97594,651.49969
OGFOD2,110.73312,38.70584194,49.48239,200.7768411
OGFOD3,286.868997,132.41733,65.90755,465.92774
OGFR,877.00041,296,313.00039,885.00014
OGFRL1,609.62607,298.00019,235.00039,996.14878
OGG1,113.22543,45.672228,21.00005067,108.63172
OGT,3009.00277,692.999875,468.99995,2726.02338
OIP5,37.95922,39.1724,9.04351,45.69492
OLA1,2236.99091,662.99968,1391.00098,3154.92457
OLAH,2.019606,1,0,3.999999
OLFM1,2.000004211,2,0,1
OLFM2,1.999997,1,11.000003,22.99995
OLFML1,0,0,0,0
OLFML2A,29.7549,2,87.95124,116.0484
OLFML2B,3,1,1,3.999996
OLFML3,7,2,1,1
OLR1,4,1,9.0000001,19.10767
OMA1,53.01691917,43.000009,27.99996,330.0141093
OMG,3,2,0,5
ONECUT1,1,0,0,0
ONECUT2,1,1,10,48
ONECUT3,42.3311,3,1.02588,2.00843
OPA1,1252.000637,424.0000851,652.9993624,2979.997112
OPA3,265.21159,91.39493,79.57713,395.7218
OPHN1,105.371,34.6129,61.3373,138.016792
OPLAH,315.73925,108.0002,239.99972,1449.2879
OPN1SW,26,6,9,7
OPN3,1693.51101,319.4963,236.6991,384.1122001
OPRD1,5.39745,0,2.2104,4.16495
OPRK1,1,0,0,0
OPRL1,11,1,5,16
OPRM1,4.00209,1.00465,0,2.5105
OPTN,1493.99986,262.99968,415.0270648,852.0047
OR11A1,0,0,0,1
OR2A7,22,2,7,80
OR2B6,0,0,0,0
OR51E2,5.0214,1.09625,2,1.00809
OR7D2,2.00347,0,1,3.54345
ORAI1,193.95989,87,30,177.8983
ORAI2,151.63399,30.91311,27.22450591,241.4154
ORAI3,539.06837,79.62616,202.43577,683.24414
ORAOV1,80.47795,34.106288,18,168.7087635
ORC1,202.3271,72.3683,372,344.909
ORC2,366.96002,161.70316,94.000029,548.57041
ORC3,217.99971,86,68,406.9997
ORC4,334.66566,115.35384,76.17714341,407.64603
ORC5,140.00012,64.99997,67,475.00007
ORC6,91.68375,60.76645,78.19883,200.37548
ORMDL1,362.0003,153.00004,162.99992,427.99974
ORMDL2,205.88597,106.6372,64.5724,283.65928
ORMDL3,168.00035,51,66,210.00028
OS9,2105.001495,469.9996704,1033.999567,2560.326623
OSBP,1000.00046,275.9999,267,1004.00019
OSBP2,1436.999693,198.999905,27.99999,59.00008
OSBPL10,1061.45403,254.9385,372.0001,630.06798
OSBPL11,96,52,118,365
OSBPL1A,531.78038,123.0000403,100.00002,365.8439
OSBPL2,375.08097,146.6637,244.822389,773.14937
OSBPL3,496.99991,150.000047,236.0001007,1572.997249
OSBPL5,2342.99826,697.999661,275.00042,1067.9996
OSBPL6,229.999578,109.99999,145.00346,369.9998215
OSBPL7,99.99994,32.00006,37.000037,160.99987
OSBPL8,982.99944,205.999971,414.00015,1129.99949
OSBPL9,1106.17841,314.9998992,306.9998998,1226.121557
OSCAR,0.999999512,0,0,6.000004
OSCP1,35.99995,21.000033,29.99996,46.99997
OSER1,510,150.0004,493,364
OSGEP,117.00005,91.27615,50.06515,227.05172
OSGEPL1,91,47.99993,13.3019919,188.3734
OSGIN1,57.88419,12,112.85815,94.1704
OSGIN2,247.00009,82,271.0002,693.0008
OSMR,3398.99643,514.99979,576.99951,3345.90947
OSR1,8,1,1,26.00002
OSR2,0,0,28.99995713,94.99991665
OST4,972.56113,327.93643,648.8251,921.3799
OSTC,661.9998,214.99995,229.0003,611.99382
OSTF1,333,85,161,300
OSTM1,124.40398,71.99997,70.00001,262.11842
OTOA,0,0,1.21308,1
OTOGL,0,0,0,0
OTUB1,807.0914234,461.2368,354.63384,917.021049
OTUB2,110.4822,19.6832,21,141.035
OTUD1,155,44,116,223
OTUD3,88.1476,46.0145,73,142.215
OTUD4,685.97717,224.02208,70.558869,707.96667
OTUD5,604.99963,215.99993,196.000107,610.00091
OTUD6B,55.9999674,27.999964,27.999977,395.99973
OTUD7A,3.49964,1,2.02992,12.19757
OTUD7B,468.17095,103.36719,328.9238,611.0736
OTULIN,341.04592,91.00003,177.00044,727.15429
OTX1,46.9559,19.99999,1,36.98581
OVCA2,238.155,109.962,73.6688,237.302
OVGP1,46.00001,18,11,21
OVOL1,16,1,2.88745,11
OVOL2,28.99999015,23.00001,16,76.99998
OVOL3,0,0,0,0
OVOS2,0,1,0,1
OXA1L,1192.94066,591.149581,861.20937,2946.48546
OXCT1,367.00038,160.00002,173.00022,365.99368
OXCT2,1,4,0,9.86173
OXER1,1,0,0,2
OXLD1,185.511,134.76846,35.44594,486.44955
OXNAD1,64,45.99999,22.00002,162.00007
OXR1,534.99962,134.500983,561.5504321,914.000095
OXSM,169.9998,54.00001,27.566788,150.19102
OXSR1,971.00005,239,314.0001,691.99963
OXTR,24,5,6,10
P2RX2,0,0,0,1
P2RX4,112.67516,13.00274,17.00386,62.138181
P2RX5,113.3649758,53.63973,40.11323049,288.68684
P2RX6,2,0,0,2.99999951
P2RX7,36.66618,0,6.9999955,28.914784
P2RY1,10,5,7,30
P2RY11,218.509,30.7652,14.10133,70.1228
P2RY2,131.99997,25,75,302.9994
P2RY6,3.000000151,2,5.000000756,59.000033
P2RY8,3,0,1,2
P3H1,530.106694,152.00641,222.00026,530.0805105
P3H2,1028.03954,212.9995705,517.00042,1110.999603
P3H3,56.99999,26.0075797,54.00003,121.00005
P3H4,328.30017,135.9996646,22.825772,228.6562676
P4HA1,3860.9997,133,5457.00213,632.99939
P4HA2,1608.99877,208.99988,1053.52079,1062.77899
P4HA3,20.99996465,0,7,8.00368
P4HB,9120.00272,1937.00185,3697.003193,6452.99995
P4HTM,230.9335488,59.99999,18.00001,146.000037
PA2G4,1843.92479,1148.58978,1080.4257,4683.36777
PAAF1,171.937034,58.24117,30.4585029,175.3859
PABPC1,33089.96244,8944.993029,30374.89841,84731.4831
PABPC1L,123.99999,48.00002,36.00004,270.99959
PABPC3,2.00428,0,1.00372,4.01535
PABPC4,2777.36473,943.932929,2300.107471,7017.086996
PABPC4L,13,6,3,10
PABPN1,1409.6935,459.48981,598.01585,1705.09791
PACRG,1.999997,0,2,0
PACRGL,77.03092,36.00000123,23.000001,138.00005
PACS1,940.06482,255.999944,353.0004,875.06825
PACS2,489.18894,149.8382567,169.2207584,1030.88927
PACSIN1,1.999999,0,0,1.000000356
PACSIN2,627.0584576,154.99992,318.3756201,725.847844
PACSIN3,445.9995677,152.9999725,116.99999,527.9998506
PADI1,36,1,37.99998,6
PADI2,100.00001,32.00003,3,9
PADI3,17,1,0,1
PADI4,1,0,1,1
PAF1,537.00006,155.00016,160.99947,461.00007
PAFAH1B1,1013.99971,404.00003,273.00004,1780.39895
PAFAH1B2,1061.11336,276.85118,304.05633,1222.56296
PAFAH1B3,285.7647207,148.4718,190.71374,460.72469
PAFAH2,114.921354,58.00002,10.02872,189.89671
PAG1,295.0002,3.00178,273.0003,78.148078
PAGR1,173.196,127,15.9068,324.689
PAICS,3295.78528,1067.2557,904.9914773,3369.9512
PAIP1,802.08539,288.99939,567.33257,1359.99982
PAIP2,912.95339,356.11224,313.462176,747.012
PAIP2B,67,19,10,55
PAK1,444.859454,112.0000073,148.945968,474.916582
PAK1IP1,116,101,7,444
PAK2,1299.9298,371.00018,730.988,2252.7125
PAK3,156.3708311,34.000025,4.000003019,1.00005
PAK4,684.4729196,181.0136232,561.44727,892.4317
PAK6,434.1545821,87.00003114,53.99998,338.17548
PALB2,206.99954,69.99997,18.9999918,390.99996
PALD1,4,2,5,19
PALLD,1106.00493,339.99958,399.99993,1073.96166
PALM,20.00005,5,2.01736,9.000003
PALM2,4.324536,0,0.164189,8.7684
PALM3,0,0,0,1
PALMD,30.00181,10,15,236.99995
PAM,2747.99577,334.99966,1229.99994,1522.99914
PAM16,203.9121777,100.999992,135.82917,324.00035
PAMR1,4.999999,0,3.00000424,0
PAN2,458.99941,131.9999725,176.99995,631.000029
PAN3,457.99964,100,186.999721,482.9999
PANK1,79.077557,28.90329,29.41738,142.1517
PANK2,255.85181,105.796017,54.80083,386.90385
PANK3,2875.409,468.3542,610.9553,2411.89
PANK4,204.9999918,81.00003486,106.99997,255.99973
PANO1,11,5.28563,4,25.0102
PANX1,477.99979,92,106,290
PANX2,108,13,30,27.99997356
PAOX,12.000004,3.000004,3,20.00002
PAPD4,595.99977,136.9999605,155.00001,664.99954
PAPD5,160.0004,39,152.99985,224.05491
PAPD7,421.99996,142.00003,333.00048,651.99995
PAPLN,34.6464295,27.82234217,8.35897,116.959814
PAPOLA,2050.14238,636.0001149,972.02711,3110.204635
PAPOLG,151.2733,56.9358,123.00008,327.24949
PAPPA,131.16853,25.1011,6,91.4111
PAPPA2,0,0,1,9.0000036
PAPSS1,863.25472,256.99961,167.0003104,495.99983
PAPSS2,86.00004,8,33,28.0000487
PAQR3,71.01052,50.20884,42.774637,256.658358
PAQR4,173.94462,86.51979,287.83994,511.5134
PAQR5,545.9254,103.34957,64.99997987,104.0364154
PAQR6,106.9999902,44.99996027,13.999997,90.00001
PAQR7,317.32,55.8595,146.867,492
PAQR8,103.0003764,13.113163,5,15.4723
PARD3,824.9990701,195.0000172,490.0002625,887.999576
PARD3B,42.000009,21.999979,2.99999988,9.9999973
PARD6A,12,8,6,22
PARD6B,53.0266,14.543869,27.2975,65.5471
PARD6G,176.82317,49.23677,72.65171,291.93481
PARG,206.6767,87.29382,92.82801,545.37791
PARK2,26.0682,2.00756,3.000004,1.00066
PARK7,1316.99988,830.00035,844.00013,2035.99962
PARL,368.88405,158.00008,142.9991647,670.25217
PARM1,8,0,1,1
PARN,243.245069,150.0003816,167.00002,929.4318073
PARP1,2353.00188,1713.00092,725.0002,4206.98955
PARP10,778.257364,158.00033,58.999939,513.77038
PARP11,62.60739306,17,10.11051,46.3419645
PARP12,206.99992,68.99999,66.00002,502.00038
PARP14,741.1841786,189.71372,110.00026,1130.00309
PARP15,7.55283,2.69847,2.38102,4.56185
PARP16,199.00051,46,75.00009,95.00000116
PARP2,120.0000315,66.00002038,158.00002,241.99978
PARP3,228.9998637,51.000005,28.00003,166.000414
